,station,month,day,year,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,date_string,date,aqi_PM10,aqi_PM2.5
11248,Nongzhanguan,12,12,2016,271.0,308.0,63.0,117.0,4500.0,43.0,6.5,1025.6,-2.7,0.0,2.2,12-12-2016,2016-12-12,177.0,321.0
12626,Shunyi,12,12,2016,260.0,264.0,56.0,113.0,4200.0,57.0,6.7,1024.8,-2.4,0.0,2.3,12-12-2016,2016-12-12,155.0,310.0
9797,Huairou,12,12,2016,258.0,335.0,29.0,99.0,2500.0,53.0,6.5,1018.8,-4.0,0.0,2.3,12-12-2016,2016-12-12,191.0,308.0
1369,Aotizhongxin,12,12,2016,257.0,269.0,56.0,129.0,3600.0,36.0,6.5,1025.6,-2.7,0.0,2.2,12-12-2016,2016-12-12,158.0,307.0
15443,Wanliu,12,12,2016,240.0,276.0,53.0,124.0,4300.0,12.0,6.2,1023.9,-3.3,0.0,1.6,12-12-2016,2016-12-12,161.0,290.0
6933,Guanyuan,12,12,2016,251.0,264.0,61.0,119.0,3100.0,21.0,6.5,1025.6,-2.7,0.0,2.2,12-12-2016,2016-12-12,155.0,301.0
5514,Dongsi,12,12,2016,261.0,338.0,71.0,129.0,3900.0,33.0,6.5,1025.6,-2.7,0.0,2.2,12-12-2016,2016-12-12,192.0,311.0
4190,Dingling,12,12,2016,272.0,273.0,48.0,123.0,3500.0,13.0,5.6,1020.5,-3.6,0.0,1.6,12-12-2016,2016-12-12,160.0,322.0
2792,Changping,12,12,2016,297.0,308.0,47.0,138.0,4700.0,6.0,5.6,1020.5,-3.6,0.0,1.6,12-12-2016,2016-12-12,177.0,347.0
8357,Gucheng,12,12,2016,272.0,327.0,48.0,127.0,3900.0,15.0,5.0,1021.8,-3.8,0.0,1.9,12-12-2016,2016-12-12,187.0,322.0
14065,Tiantan,12,12,2016,247.0,315.0,57.0,139.0,4000.0,30.0,6.5,1025.6,-2.7,0.0,2.2,12-12-2016,2016-12-12,181.0,297.0
15446,Wanliu,12,13,2016,244.0,269.0,24.0,119.0,6600.0,47.0,3.1,1029.0,-2.3,0.0,2.3,12-13-2016,2016-12-13,158.0,294.0
12630,Shunyi,12,13,2016,297.0,297.0,30.0,102.0,4500.0,77.0,4.3,1031.5,-3.0,0.0,3.9,12-13-2016,2016-12-13,172.0,347.0
2796,Changping,12,13,2016,203.0,203.0,30.0,93.0,4500.0,57.0,3.8,1025.7,-4.2,0.0,2.7,12-13-2016,2016-12-13,125.0,253.0
14069,Tiantan,12,13,2016,167.0,167.0,4.0,80.0,2800.0,49.0,4.5,1030.7,-3.0,0.0,3.6,12-13-2016,2016-12-13,107.0,217.0
1373,Aotizhongxin,12,13,2016,209.0,209.0,19.0,96.0,3800.0,58.0,4.5,1030.7,-3.0,0.0,3.6,12-13-2016,2016-12-13,128.0,259.0
8360,Gucheng,12,13,2016,234.0,234.0,22.0,94.0,3500.0,32.0,3.0,1026.8,-2.9,0.0,2.5,12-13-2016,2016-12-13,140.0,284.0
11252,Nongzhanguan,12,13,2016,210.0,215.0,26.0,86.0,3600.0,58.0,4.1,1030.7,-3.0,0.0,3.6,12-13-2016,2016-12-13,131.0,260.0
16892,Wanshouxigong,12,13,2016,181.0,181.0,22.0,87.0,3000.0,43.0,4.5,1030.7,-3.0,0.0,3.6,12-13-2016,2016-12-13,114.0,231.0
4194,Dingling,12,13,2016,148.0,148.0,22.0,72.0,2600.0,76.0,3.8,1025.7,-4.2,0.0,2.7,12-13-2016,2016-12-13,97.0,199.0
6936,Guanyuan,12,13,2016,172.0,172.0,34.0,76.0,2400.0,50.0,4.5,1030.7,-3.0,0.0,3.6,12-13-2016,2016-12-13,109.0,222.0
5517,Dongsi,12,13,2016,173.0,173.0,33.0,72.0,2800.0,43.0,4.5,1030.7,-3.0,0.0,3.6,12-13-2016,2016-12-13,110.0,223.0
6939,Guanyuan,12,14,2016,83.0,113.0,40.0,76.0,1000.0,45.0,3.4,1032.6,-13.3,0.0,4.0,12-14-2016,2016-12-14,80.0,165.0
14073,Tiantan,12,14,2016,82.0,122.0,32.0,87.0,1600.0,50.0,3.9,1032.6,-13.3,0.0,4.0,12-14-2016,2016-12-14,84.0,165.0
16896,Wanshouxigong,12,14,2016,96.0,124.0,36.0,83.0,1600.0,45.0,3.9,1032.6,-13.3,0.0,4.0,12-14-2016,2016-12-14,85.0,172.0
11255,Nongzhanguan,12,14,2016,83.0,112.0,33.0,80.0,1400.0,53.0,3.9,1032.6,-13.3,0.0,4.0,12-14-2016,2016-12-14,79.0,165.0
8363,Gucheng,12,14,2016,75.0,160.0,16.0,78.0,1500.0,30.0,-0.4,1028.6,-12.7,0.0,3.6,12-14-2016,2016-12-14,103.0,161.0
12634,Shunyi,12,14,2016,99.0,131.0,42.0,98.0,2900.0,70.0,3.1,1033.4,-10.3,0.0,3.9,12-14-2016,2016-12-14,89.0,173.0
9804,Huairou,12,14,2016,54.0,104.0,14.0,66.0,1300.0,66.0,1.2,1023.1,-13.8,0.0,2.8,12-14-2016,2016-12-14,75.0,147.0
2800,Changping,12,14,2016,62.0,88.0,17.0,82.0,1700.0,59.0,4.6,1027.3,-14.0,0.0,5.0,12-14-2016,2016-12-14,67.0,154.0
4198,Dingling,12,14,2016,55.0,80.0,19.0,70.0,1600.0,75.0,4.6,1027.3,-14.0,0.0,5.0,12-14-2016,2016-12-14,63.0,149.0
1377,Aotizhongxin,12,14,2016,74.0,88.0,33.0,85.0,1400.0,64.0,3.9,1032.6,-13.3,0.0,4.0,12-14-2016,2016-12-14,67.0,161.0
15449,Wanliu,12,14,2016,69.0,128.0,22.0,83.0,1500.0,57.0,4.4,1030.8,-12.2,0.0,3.2,12-14-2016,2016-12-14,87.0,158.0
5520,Dongsi,12,14,2016,89.0,130.0,35.0,69.0,1300.0,47.0,3.9,1032.6,-13.3,0.0,4.0,12-14-2016,2016-12-14,88.0,168.0
6942,Guanyuan,12,15,2016,88.0,122.0,36.0,86.0,2400.0,62.0,4.6,1030.8,-11.4,0.0,4.9,12-15-2016,2016-12-15,84.0,168.0
11258,Nongzhanguan,12,15,2016,83.0,114.0,33.0,86.0,2300.0,63.0,4.8,1030.8,-11.4,0.0,4.9,12-15-2016,2016-12-15,80.0,165.0
5523,Dongsi,12,15,2016,89.0,132.0,36.0,82.0,2200.0,67.0,4.8,1030.8,-11.4,0.0,4.9,12-15-2016,2016-12-15,89.0,168.0
8366,Gucheng,12,15,2016,94.0,184.0,29.0,89.0,3000.0,57.0,5.2,1026.4,-12.0,0.0,5.0,12-15-2016,2016-12-15,115.0,171.0
15452,Wanliu,12,15,2016,88.0,115.0,29.0,92.0,3600.0,74.0,5.8,1029.1,-10.9,0.0,4.5,12-15-2016,2016-12-15,81.0,168.0
12638,Shunyi,12,15,2016,132.0,171.0,32.0,82.0,3500.0,76.0,5.0,1031.4,-11.2,0.0,6.4,12-15-2016,2016-12-15,109.0,190.0
16900,Wanshouxigong,12,15,2016,96.0,123.0,35.0,90.0,2500.0,63.0,4.8,1030.8,-11.4,0.0,4.9,12-15-2016,2016-12-15,85.0,172.0
9808,Huairou,12,15,2016,38.0,65.0,10.0,57.0,2000.0,74.0,4.7,1025.3,-10.6,0.0,3.2,12-15-2016,2016-12-15,56.0,107.0
1380,Aotizhongxin,12,15,2016,112.0,161.0,39.0,104.0,3600.0,72.0,4.8,1030.8,-11.4,0.0,4.9,12-15-2016,2016-12-15,104.0,180.0
2804,Changping,12,15,2016,52.0,89.0,41.0,55.0,1800.0,45.0,4.4,1025.7,-11.4,0.0,7.5,12-15-2016,2016-12-15,68.0,142.0
4202,Dingling,12,15,2016,89.0,56.0,11.0,43.0,1100.0,76.0,4.4,1025.7,-11.4,0.0,7.5,12-15-2016,2016-12-15,51.0,168.0
14077,Tiantan,12,15,2016,93.0,123.0,12.0,81.0,2100.0,65.0,4.8,1030.8,-11.4,0.0,4.9,12-15-2016,2016-12-15,85.0,170.0
16904,Wanshouxigong,12,16,2016,321.0,323.0,41.0,160.0,3900.0,19.0,7.3,1028.3,-7.5,0.0,1.6,12-16-2016,2016-12-16,185.0,371.0
14080,Tiantan,12,16,2016,261.0,315.0,42.0,173.0,4200.0,65.0,7.3,1028.3,-7.5,0.0,1.6,12-16-2016,2016-12-16,181.0,311.0
5526,Dongsi,12,16,2016,285.0,374.0,47.0,127.0,3800.0,14.0,7.3,1028.3,-7.5,0.0,1.6,12-16-2016,2016-12-16,228.0,335.0
6945,Guanyuan,12,16,2016,270.0,328.0,42.0,143.0,4000.0,7.0,7.3,1028.3,-7.5,0.0,1.6,12-16-2016,2016-12-16,187.0,320.0
11261,Nongzhanguan,12,16,2016,258.0,288.0,41.0,130.0,4500.0,16.0,7.3,1028.3,-7.5,0.0,1.6,12-16-2016,2016-12-16,167.0,308.0
9812,Huairou,12,16,2016,72.0,131.0,14.0,74.0,1700.0,52.0,5.3,1023.1,-9.9,0.0,2.3,12-16-2016,2016-12-16,89.0,160.0
8369,Gucheng,12,16,2016,283.0,355.0,34.0,128.0,3800.0,24.0,7.1,1024.5,-8.3,0.0,2.2,12-16-2016,2016-12-16,201.0,333.0
2808,Changping,12,16,2016,94.0,114.0,38.0,91.0,3300.0,13.0,6.5,1023.1,-11.3,0.0,1.9,12-16-2016,2016-12-16,80.0,171.0
1383,Aotizhongxin,12,16,2016,222.0,235.0,28.0,150.0,3200.0,72.0,7.3,1028.3,-7.5,0.0,1.6,12-16-2016,2016-12-16,141.0,272.0
15455,Wanliu,12,16,2016,239.0,277.0,37.0,147.0,4900.0,74.0,8.2,1026.5,-7.4,0.0,1.8,12-16-2016,2016-12-16,162.0,289.0
12642,Shunyi,12,16,2016,217.0,247.0,53.0,115.0,4200.0,76.0,7.1,1029.2,-9.1,0.0,2.1,12-16-2016,2016-12-16,147.0,267.0
4206,Dingling,12,16,2016,79.0,94.0,34.0,83.0,2000.0,36.0,6.5,1023.1,-11.3,0.0,1.9,12-16-2016,2016-12-16,70.0,163.0
4210,Dingling,12,17,2016,162.0,177.0,40.0,105.0,3500.0,18.0,6.4,1015.4,-8.2,0.0,1.8,12-17-2016,2016-12-17,112.0,212.0
16908,Wanshouxigong,12,17,2016,401.0,402.0,62.0,148.0,4200.0,16.0,6.0,1020.3,-3.5,0.0,1.7,12-17-2016,2016-12-17,268.0,434.0
12646,Shunyi,12,17,2016,331.0,348.0,63.0,146.0,5100.0,39.0,5.7,1021.1,-4.8,0.0,1.9,12-17-2016,2016-12-17,197.0,381.0
15458,Wanliu,12,17,2016,260.0,298.0,63.0,143.0,5900.0,20.0,5.8,1018.8,-5.4,0.0,1.9,12-17-2016,2016-12-17,172.0,310.0
14083,Tiantan,12,17,2016,355.0,406.0,57.0,149.0,4600.0,11.0,6.0,1020.3,-3.5,0.0,1.7,12-17-2016,2016-12-17,274.0,404.0
8372,Gucheng,12,17,2016,285.0,326.0,52.0,147.0,4300.0,21.0,6.2,1016.7,-7.1,0.0,2.8,12-17-2016,2016-12-17,186.0,335.0
11264,Nongzhanguan,12,17,2016,385.0,413.0,63.0,135.0,5400.0,19.0,6.0,1020.3,-3.5,0.0,1.7,12-17-2016,2016-12-17,284.0,424.0
5530,Dongsi,12,17,2016,401.0,476.0,69.0,143.0,4700.0,21.0,6.0,1020.3,-3.5,0.0,1.7,12-17-2016,2016-12-17,365.0,434.0
1386,Aotizhongxin,12,17,2016,379.0,391.0,61.0,158.0,5700.0,17.0,6.0,1020.3,-3.5,0.0,1.7,12-17-2016,2016-12-17,253.0,420.0
9816,Huairou,12,17,2016,232.0,309.0,30.0,132.0,3500.0,28.0,6.8,1015.3,-6.1,0.0,2.7,12-17-2016,2016-12-17,178.0,282.0
2812,Changping,12,17,2016,208.0,252.0,57.0,128.0,5200.0,5.0,6.4,1015.4,-8.2,0.0,1.8,12-17-2016,2016-12-17,149.0,258.0
6948,Guanyuan,12,17,2016,384.0,434.0,63.0,140.0,5500.0,10.0,6.0,1020.3,-3.5,0.0,1.7,12-17-2016,2016-12-17,312.0,423.0
5534,Dongsi,12,18,2016,373.0,451.0,67.0,143.0,6200.0,17.0,8.1,1021.3,-3.6,0.0,1.6,12-18-2016,2016-12-18,334.0,416.0
16912,Wanshouxigong,12,18,2016,335.0,335.0,40.0,147.0,4900.0,20.0,8.1,1021.3,-3.6,0.0,1.6,12-18-2016,2016-12-18,191.0,385.0
9820,Huairou,12,18,2016,190.0,206.0,18.0,95.0,2800.0,43.0,7.0,1016.1,-6.0,0.0,2.8,12-18-2016,2016-12-18,126.0,240.0
15461,Wanliu,12,18,2016,269.0,301.0,53.0,147.0,5600.0,29.0,8.0,1019.6,-3.1,0.0,1.2,12-18-2016,2016-12-18,174.0,319.0
14086,Tiantan,12,18,2016,319.0,371.0,36.0,137.0,4700.0,21.0,8.1,1021.3,-3.6,0.0,1.6,12-18-2016,2016-12-18,224.0,369.0
1388,Aotizhongxin,12,18,2016,347.0,347.0,72.0,157.0,6500.0,17.0,8.1,1021.3,-3.6,0.0,1.6,12-18-2016,2016-12-18,197.0,397.0
2816,Changping,12,18,2016,250.0,250.0,45.0,141.0,6600.0,8.0,6.3,1016.1,-5.4,0.0,2.1,12-18-2016,2016-12-18,148.0,300.0
11267,Nongzhanguan,12,18,2016,367.0,375.0,39.0,143.0,6400.0,17.0,8.1,1021.3,-3.6,0.0,1.6,12-18-2016,2016-12-18,230.0,412.0
6951,Guanyuan,12,18,2016,306.0,335.0,47.0,140.0,5600.0,8.0,8.1,1021.3,-3.6,0.0,1.6,12-18-2016,2016-12-18,191.0,356.0
4214,Dingling,12,18,2016,246.0,246.0,45.0,127.0,3700.0,25.0,6.3,1016.1,-5.4,0.0,2.1,12-18-2016,2016-12-18,146.0,296.0
8375,Gucheng,12,18,2016,312.0,312.0,37.0,142.0,5800.0,41.0,7.5,1017.5,-4.4,0.0,1.2,12-18-2016,2016-12-18,179.0,362.0
12650,Shunyi,12,18,2016,347.0,347.0,47.0,126.0,5300.0,47.0,7.3,1022.1,-5.4,0.0,2.0,12-18-2016,2016-12-18,197.0,397.0
11271,Nongzhanguan,12,19,2016,420.0,450.0,38.0,162.0,9400.0,16.0,9.7,1023.1,-3.7,0.0,1.7,12-19-2016,2016-12-19,332.0,447.0
15465,Wanliu,12,19,2016,326.0,348.0,64.0,173.0,7200.0,24.0,9.5,1021.2,-2.3,0.0,1.6,12-19-2016,2016-12-19,197.0,376.0
4218,Dingling,12,19,2016,237.0,237.0,43.0,118.0,4400.0,28.0,8.4,1017.8,-5.1,0.0,1.9,12-19-2016,2016-12-19,142.0,287.0
14090,Tiantan,12,19,2016,391.0,438.0,32.0,192.0,5500.0,8.0,9.7,1023.1,-3.7,0.0,1.7,12-19-2016,2016-12-19,317.0,428.0
8379,Gucheng,12,19,2016,275.0,275.0,32.0,149.0,3800.0,36.0,9.0,1019.2,-2.5,0.0,1.9,12-19-2016,2016-12-19,161.0,325.0
16916,Wanshouxigong,12,19,2016,530.0,530.0,36.0,172.0,6100.0,14.0,9.7,1023.1,-3.7,0.0,1.7,12-19-2016,2016-12-19,426.0,501.0
1391,Aotizhongxin,12,19,2016,289.0,289.0,56.0,173.0,6600.0,14.0,9.7,1023.1,-3.7,0.0,1.7,12-19-2016,2016-12-19,168.0,339.0
9824,Huairou,12,19,2016,358.0,500.0,13.0,125.0,7100.0,45.0,9.1,1018.1,-6.0,0.0,2.2,12-19-2016,2016-12-19,395.0,406.0
5538,Dongsi,12,19,2016,494.0,566.0,95.0,149.0,5900.0,13.0,9.7,1023.1,-3.7,0.0,1.7,12-19-2016,2016-12-19,462.0,496.0
6955,Guanyuan,12,19,2016,469.0,490.0,54.0,170.0,6600.0,10.0,9.7,1023.1,-3.7,0.0,1.7,12-19-2016,2016-12-19,382.0,479.0
12654,Shunyi,12,19,2016,475.0,508.0,35.0,131.0,7600.0,51.0,9.2,1023.8,-4.2,0.0,1.4,12-19-2016,2016-12-19,404.0,483.0
2820,Changping,12,19,2016,229.0,234.0,40.0,128.0,6000.0,14.0,8.4,1017.8,-5.1,0.0,1.9,12-19-2016,2016-12-19,140.0,279.0
16920,Wanshouxigong,12,20,2016,554.0,554.0,8.0,197.0,9800.0,12.0,1.3,1026.2,-1.0,0.0,1.9,12-20-2016,2016-12-20,450.0,501.0
8383,Gucheng,12,20,2016,646.0,708.0,17.0,220.0,9900.0,11.0,3.2,1022.2,-2.8,0.0,2.6,12-20-2016,2016-12-20,501.0,501.0
12658,Shunyi,12,20,2016,386.0,386.0,8.0,144.0,7200.0,51.0,0.3,1027.2,-2.6,0.0,2.1,12-20-2016,2016-12-20,245.0,424.0
1394,Aotizhongxin,12,20,2016,440.0,440.0,12.0,181.0,10000.0,14.0,1.3,1026.2,-1.0,0.0,1.9,12-20-2016,2016-12-20,320.0,460.0
15469,Wanliu,12,20,2016,536.0,536.0,23.0,234.0,10000.0,24.0,3.7,1024.4,-2.3,0.0,2.2,12-20-2016,2016-12-20,432.0,501.0
5542,Dongsi,12,20,2016,490.0,568.0,33.0,179.0,9900.0,9.0,1.3,1026.2,-1.0,0.0,1.9,12-20-2016,2016-12-20,464.0,493.0
11275,Nongzhanguan,12,20,2016,487.0,523.0,11.0,150.0,9300.0,14.0,1.3,1026.2,-1.0,0.0,1.9,12-20-2016,2016-12-20,419.0,491.0
9828,Huairou,12,20,2016,410.0,488.0,7.0,150.0,8500.0,20.0,3.5,1021.2,-3.7,0.0,2.7,12-20-2016,2016-12-20,380.0,440.0
2824,Changping,12,20,2016,422.0,423.0,21.0,169.0,8600.0,3.0,2.6,1020.7,-2.8,0.0,1.9,12-20-2016,2016-12-20,299.0,448.0
6959,Guanyuan,12,20,2016,524.0,545.0,15.0,216.0,9200.0,4.0,1.3,1026.2,-1.0,0.0,1.9,12-20-2016,2016-12-20,441.0,501.0
4222,Dingling,12,20,2016,434.0,447.0,38.0,173.0,8700.0,16.0,2.6,1020.7,-2.8,0.0,1.9,12-20-2016,2016-12-20,329.0,456.0
14094,Tiantan,12,20,2016,462.0,557.0,7.0,192.0,10000.0,8.0,1.3,1026.2,-1.0,0.0,1.9,12-20-2016,2016-12-20,453.0,475.0
15473,Wanliu,12,21,2016,445.0,445.0,27.0,211.0,9300.0,10.0,4.9,1024.0,-2.0,0.0,1.6,12-21-2016,2016-12-21,326.0,463.0
1397,Aotizhongxin,12,21,2016,433.0,433.0,17.0,206.0,9700.0,19.0,3.9,1025.8,-1.4,0.0,1.7,12-21-2016,2016-12-21,311.0,455.0
4226,Dingling,12,21,2016,493.0,493.0,25.0,205.0,9400.0,13.0,3.9,1020.5,-2.1,0.0,1.7,12-21-2016,2016-12-21,386.0,495.0
6963,Guanyuan,12,21,2016,495.0,512.0,21.0,225.0,9300.0,29.0,3.9,1025.8,-1.4,0.0,1.7,12-21-2016,2016-12-21,408.0,496.0
2828,Changping,12,21,2016,492.0,492.0,22.0,205.0,10000.0,6.0,3.9,1020.5,-2.5,0.0,1.7,12-21-2016,2016-12-21,385.0,494.0
9832,Huairou,12,21,2016,493.0,577.0,12.0,168.0,8800.0,20.0,3.9,1020.7,-2.9,0.0,2.0,12-21-2016,2016-12-21,473.0,495.0
8387,Gucheng,12,21,2016,519.0,537.0,23.0,229.0,10000.0,11.0,4.8,1022.0,-2.2,0.0,1.4,12-21-2016,2016-12-21,433.0,501.0
16924,Wanshouxigong,12,21,2016,483.0,483.0,11.0,235.0,9200.0,3.0,3.9,1025.8,-1.4,0.0,1.7,12-21-2016,2016-12-21,374.0,489.0
14098,Tiantan,12,21,2016,466.0,564.0,10.0,238.0,9200.0,4.0,3.9,1025.8,-1.4,0.0,1.7,12-21-2016,2016-12-21,460.0,477.0
12662,Shunyi,12,21,2016,523.0,536.0,28.0,181.0,9900.0,16.0,3.3,1026.7,-1.9,0.0,1.9,12-21-2016,2016-12-21,432.0,501.0
11279,Nongzhanguan,12,21,2016,432.0,481.0,17.0,169.0,8600.0,15.0,3.9,1025.8,-1.4,0.0,1.7,12-21-2016,2016-12-21,371.0,455.0
5546,Dongsi,12,21,2016,488.0,596.0,20.0,208.0,9400.0,15.0,3.9,1025.8,-1.4,0.0,1.7,12-21-2016,2016-12-21,492.0,492.0
9836,Huairou,12,22,2016,441.0,522.0,7.0,154.0,9300.0,72.0,5.4,1018.9,-3.1,0.0,6.1,12-22-2016,2016-12-22,418.0,461.0
2832,Changping,12,22,2016,429.0,429.0,15.0,161.0,8800.0,59.0,5.8,1018.9,-2.6,0.0,6.3,12-22-2016,2016-12-22,306.0,453.0
14102,Tiantan,12,22,2016,378.0,417.0,8.0,167.0,8800.0,66.0,5.4,1024.1,-1.7,0.0,5.6,12-22-2016,2016-12-22,290.0,419.0
16928,Wanshouxigong,12,22,2016,438.0,438.0,11.0,190.0,9700.0,64.0,5.4,1024.1,-1.7,0.0,5.6,12-22-2016,2016-12-22,317.0,459.0
4230,Dingling,12,22,2016,127.0,127.0,21.0,40.0,1900.0,77.0,5.8,1018.9,-2.6,0.0,6.3,12-22-2016,2016-12-22,87.0,188.0
5550,Dongsi,12,22,2016,445.0,483.0,25.0,187.0,8100.0,65.0,5.4,1024.1,-1.7,0.0,5.6,12-22-2016,2016-12-22,374.0,463.0
1400,Aotizhongxin,12,22,2016,430.0,430.0,22.0,196.0,7800.0,69.0,5.4,1024.1,-1.7,0.0,5.6,12-22-2016,2016-12-22,307.0,454.0
8391,Gucheng,12,22,2016,390.0,390.0,24.0,171.0,7100.0,53.0,6.9,1020.1,-2.7,0.0,5.9,12-22-2016,2016-12-22,251.0,427.0
6967,Guanyuan,12,22,2016,397.0,397.0,25.0,185.0,6600.0,61.0,5.4,1024.1,-1.7,0.0,5.6,12-22-2016,2016-12-22,261.0,432.0
15477,Wanliu,12,22,2016,405.0,405.0,23.0,199.0,8200.0,71.0,6.2,1022.2,-2.6,0.0,4.4,12-22-2016,2016-12-22,273.0,437.0
12666,Shunyi,12,22,2016,489.0,489.0,24.0,158.0,9600.0,74.0,5.8,1024.9,-2.1,0.0,5.8,12-22-2016,2016-12-22,381.0,492.0
11283,Nongzhanguan,12,22,2016,420.0,439.0,19.0,165.0,8000.0,66.0,5.4,1024.1,-1.7,0.0,5.6,12-22-2016,2016-12-22,319.0,447.0
5554,Dongsi,12,23,2016,93.0,137.0,21.0,71.0,1400.0,42.0,4.6,1028.5,-10.1,0.0,3.4,12-23-2016,2016-12-23,92.0,170.0
16932,Wanshouxigong,12,23,2016,91.0,100.0,23.0,92.0,1600.0,49.0,4.6,1028.5,-10.1,0.0,3.4,12-23-2016,2016-12-23,73.0,169.0
2836,Changping,12,23,2016,60.0,75.0,28.0,67.0,1500.0,44.0,3.3,1023.2,-11.8,0.0,2.8,12-23-2016,2016-12-23,61.0,153.0
9840,Huairou,12,23,2016,61.0,95.0,8.0,63.0,1800.0,68.0,2.2,1023.6,-12.0,0.0,3.9,12-23-2016,2016-12-23,71.0,154.0
14106,Tiantan,12,23,2016,78.0,115.0,9.0,85.0,1500.0,51.0,4.6,1028.5,-10.1,0.0,3.4,12-23-2016,2016-12-23,81.0,163.0
4234,Dingling,12,23,2016,73.0,73.0,17.0,52.0,1800.0,69.0,3.3,1023.2,-11.8,0.0,2.8,12-23-2016,2016-12-23,60.0,160.0
15481,Wanliu,12,23,2016,82.0,97.0,23.0,93.0,1700.0,46.0,4.9,1026.9,-8.9,0.0,3.2,12-23-2016,2016-12-23,72.0,165.0
1403,Aotizhongxin,12,23,2016,81.0,94.0,23.0,93.0,1600.0,53.0,4.6,1028.5,-10.1,0.0,3.4,12-23-2016,2016-12-23,70.0,164.0
8395,Gucheng,12,23,2016,106.0,137.0,18.0,88.0,2000.0,37.0,3.6,1024.7,-10.3,0.0,4.1,12-23-2016,2016-12-23,92.0,177.0
12670,Shunyi,12,23,2016,124.0,173.0,50.0,101.0,3900.0,74.0,3.6,1029.5,-12.4,0.0,3.7,12-23-2016,2016-12-23,110.0,186.0
6971,Guanyuan,12,23,2016,83.0,95.0,44.0,85.0,1400.0,44.0,4.6,1028.5,-10.1,0.0,3.4,12-23-2016,2016-12-23,71.0,165.0
11287,Nongzhanguan,12,23,2016,87.0,116.0,20.0,90.0,1400.0,47.0,4.6,1028.5,-10.1,0.0,3.4,12-23-2016,2016-12-23,81.0,167.0
16936,Wanshouxigong,12,24,2016,158.0,181.0,46.0,119.0,3900.0,39.0,4.0,1027.6,-7.4,0.0,2.3,12-24-2016,2016-12-24,114.0,208.0
2840,Changping,12,24,2016,237.0,280.0,32.0,121.0,5200.0,3.0,0.9,1022.4,-8.5,0.0,1.8,12-24-2016,2016-12-24,163.0,287.0
14110,Tiantan,12,24,2016,154.0,233.0,35.0,128.0,4200.0,51.0,4.0,1027.6,-7.4,0.0,2.3,12-24-2016,2016-12-24,140.0,204.0
15485,Wanliu,12,24,2016,169.0,235.0,50.0,131.0,4400.0,46.0,1.6,1026.0,-8.1,0.0,1.6,12-24-2016,2016-12-24,141.0,219.0
6975,Guanyuan,12,24,2016,170.0,214.0,45.0,123.0,3900.0,25.0,4.0,1027.6,-7.4,0.0,2.3,12-24-2016,2016-12-24,130.0,220.0
12674,Shunyi,12,24,2016,165.0,176.0,45.0,104.0,3700.0,71.0,2.4,1028.4,-7.5,0.0,2.0,12-24-2016,2016-12-24,111.0,215.0
4238,Dingling,12,24,2016,199.0,199.0,30.0,109.0,4000.0,16.0,0.9,1022.4,-8.5,0.0,1.8,12-24-2016,2016-12-24,123.0,249.0
8399,Gucheng,12,24,2016,190.0,233.0,40.0,130.0,3600.0,9.0,1.4,1023.9,-8.6,0.0,2.7,12-24-2016,2016-12-24,140.0,240.0
11291,Nongzhanguan,12,24,2016,197.0,235.0,49.0,115.0,4800.0,27.0,4.0,1027.6,-7.4,0.0,2.3,12-24-2016,2016-12-24,141.0,247.0
5558,Dongsi,12,24,2016,184.0,260.0,49.0,120.0,5100.0,11.0,4.0,1027.6,-7.4,0.0,2.3,12-24-2016,2016-12-24,153.0,234.0
9844,Huairou,12,24,2016,152.0,171.0,33.0,98.0,2300.0,21.0,1.3,1022.6,-8.6,0.0,2.1,12-24-2016,2016-12-24,109.0,202.0
1406,Aotizhongxin,12,24,2016,180.0,209.0,42.0,134.0,4700.0,53.0,4.0,1027.6,-7.4,0.0,2.3,12-24-2016,2016-12-24,128.0,230.0
2844,Changping,12,25,2016,222.0,226.0,41.0,107.0,4300.0,3.0,1.3,1021.2,-6.5,0.0,1.5,12-25-2016,2016-12-25,136.0,272.0
11295,Nongzhanguan,12,25,2016,202.0,243.0,46.0,123.0,4300.0,8.0,1.5,1026.4,-4.9,0.0,1.5,12-25-2016,2016-12-25,145.0,252.0
6979,Guanyuan,12,25,2016,182.0,209.0,61.0,116.0,3800.0,23.0,1.5,1026.4,-4.9,0.0,1.5,12-25-2016,2016-12-25,128.0,232.0
9848,Huairou,12,25,2016,168.0,194.0,37.0,94.0,3100.0,3.0,1.1,1021.3,-5.9,0.0,1.6,12-25-2016,2016-12-25,120.0,218.0
1409,Aotizhongxin,12,25,2016,200.0,218.0,48.0,131.0,4500.0,6.0,1.5,1026.4,-4.9,0.0,1.5,12-25-2016,2016-12-25,132.0,250.0
12678,Shunyi,12,25,2016,181.0,212.0,50.0,97.0,4000.0,8.0,1.2,1027.2,-5.8,0.0,1.7,12-25-2016,2016-12-25,129.0,231.0
8403,Gucheng,12,25,2016,165.0,221.0,48.0,115.0,3700.0,7.0,1.5,1022.7,-7.0,0.0,1.8,12-25-2016,2016-12-25,134.0,215.0
4242,Dingling,12,25,2016,241.0,241.0,33.0,112.0,4700.0,16.0,1.3,1021.2,-6.5,0.0,1.5,12-25-2016,2016-12-25,144.0,291.0
